"ID" "gamma01" "N2" "ICC" "beta" "method" "parameter" "est" "se" "ci_l" "ci_u"
2 0.3 15 0.1 0 "CD" "gamma10" 0.240139271097675 0.0839409832002661 0.0742523041158862 0.406026238079463
2 0.3 15 0.1 0 "CD" "gamma01" 0.442739152341522 0.221898623826435 -0.036643679485337 0.92212198416838
2 0.3 15 0.1 0 "LD" "gamma10" 0.190587403915533 0.116382618869265 -0.0405585229516534 0.421733330782719
2 0.3 15 0.1 0 "LD" "gamma01" 0.600718472958902 0.212033271602849 0.142648438860846 1.05878850705696
2 0.3 15 0.1 0 "MI-R" "gamma10" 0.174947986015764 0.0962925346918349 -0.0147156613234581 0.364611633354987
2 0.3 15 0.1 0 "MI-R" "gamma01" 0.57840249221187 0.232270494460761 0.121538544426763 1.03526643999698
2 0.3 15 0.1 0 "MI-a" "gamma10" 0.174947986015764 0.0962925346918349 -0.0166617119981266 0.366557684029655
2 0.3 15 0.1 0 "MI-a" "gamma01" 0.57840249221187 0.232270494460761 0.0552742330249806 1.10153075139876
2 0.3 15 0.1 0 "bayes" "gamma10" 0.17118831718848 0.105886256121446 -0.0363449312673385 0.378721565644298
2 0.3 15 0.1 0 "bayes" "gamma01" 0.631784473658039 0.285891649892799 0.0714471363874177 1.19212181092866
6 0.3 60 0.1 0 "CD" "gamma10" 0.331419369985074 0.0416010355688773 0.24971720049358 0.413121539476568
6 0.3 60 0.1 0 "CD" "gamma01" 0.128006665868552 0.123472135063702 -0.119149665693202 0.375162997430306
6 0.3 60 0.1 0 "LD" "gamma10" 0.32345414041568 0.0516513440722261 0.221922545245627 0.424985735585733
6 0.3 60 0.1 0 "LD" "gamma01" 0.143755464309414 0.131210642443615 -0.118891172775898 0.406402101394726
6 0.3 60 0.1 0 "MI-R" "gamma10" 0.31960879269315 0.0471958735197715 0.226450651840858 0.412766933545442
6 0.3 60 0.1 0 "MI-R" "gamma01" 0.112103592541612 0.151867565893719 -0.187405879804113 0.411613064887337
6 0.3 60 0.1 0 "MI-a" "gamma10" 0.31960879269315 0.0471958735197715 0.226203848748842 0.413013736637458
6 0.3 60 0.1 0 "MI-a" "gamma01" 0.112103592541612 0.151867565893719 -0.195911399604642 0.420118584687867
6 0.3 60 0.1 0 "bayes" "gamma10" 0.317771994340638 0.0516317432447497 0.216575637121909 0.418968351559367
6 0.3 60 0.1 0 "bayes" "gamma01" 0.124050251501294 0.170255438702329 -0.209644276527338 0.457744779529927
12 0.3 60 0.3 0 "CD" "gamma10" 0.296485875426799 0.0400362343054243 0.217856890443788 0.375114860409809
12 0.3 60 0.3 0 "CD" "gamma01" 0.338272617094348 0.121439859417786 0.0951843272256254 0.581360906963071
12 0.3 60 0.3 0 "LD" "gamma10" 0.306836437718949 0.049639821253843 0.209260289677498 0.4044125857604
12 0.3 60 0.3 0 "LD" "gamma01" 0.441767979603072 0.121799799085976 0.197959192207296 0.685576766998848
